created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-02-05T14:17:23Z,1622237959717097500,1622237959717097472,"⏱️ 57' | 1-0 | Penalti para el @realmadrid.
#RCDMallorcaRealMadrid","⏱️ 57' | 1-0 | Penalti para el @realmadrid.
#RCDMallorcaRealMadrid",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,81,2209,FALSE,NA,FALSE,NA,es,NA,NA,66,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T14:03:52Z,1622234555867431e3,1622234555867430912,"2️⃣ ¡A por la segunda parte!
💪 ¡VAMOS REAL!
▶️ @RCD_Mallorca 1-0 @realmadrid
🟣 𝙈𝙄𝙉𝙐𝙏𝙊 𝘼 𝙈𝙄𝙉𝙐𝙏𝙊 en @TwitchES: https://t.co/jf8ST3gscK
💻 https://t.co/lVC4fKS9db
#RCDMallorcaRealMadrid https://t.co/8RhlmBxklA","2️⃣ ¡A por la segunda parte!
💪 ¡VAMOS REAL!
▶️ @RCD_Mallorca 1-0 @realmadrid
🟣 𝙈𝙄𝙉𝙐𝙏𝙊 𝘼 𝙈𝙄𝙉𝙐𝙏𝙊 en @TwitchES: https://t.co/jf8ST3gscK
💻 https://t.co/lVC4fKS9db
#RCDMallorcaRealMadrid https://t.co/8RhlmBxklA",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,107,1722,FALSE,NA,FALSE,NA,es,FALSE,NA,181,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T13:56:49Z,1622232781718753300,1622232781718753290,"⏸️ DC: @RCD_Mallorca 1-0 @realmadrid
⚽ Nacho (pp) 13' 
#RCDMallorcaRealMadrid https://t.co/oR2RpuNHIx","⏸️ DC: @RCD_Mallorca 1-0 @realmadrid
⚽ Nacho (pp) 13' 
#RCDMallorcaRealMadrid https://t.co/oR2RpuNHIx",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,182,4559,FALSE,NA,FALSE,NA,cs,FALSE,NA,77,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T13:16:48Z,1622222710498594800,1622222710498594819,"⚽ 13' | 1-0 | Gol de Muriqi. 
#RCDMallorcaRealMadrid","⚽ 13' | 1-0 | Gol de Muriqi. 
#RCDMallorcaRealMadrid",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,173,1716,FALSE,NA,FALSE,NA,in,NA,NA,52,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T13:07:52Z,1622220463563804700,1622220463563804673,"🤍 HALA MADRID 🤍
#RCDMallorcaRealMadrid https://t.co/9PLPoelL1I","🤍 HALA MADRID 🤍
#RCDMallorcaRealMadrid https://t.co/9PLPoelL1I",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,325,4229,FALSE,NA,FALSE,NA,tl,FALSE,NA,38,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T13:02:00Z,1622218986891972600,1622218986891972609,"1️⃣ ¡Suena el pitido inicial!
▶️ @RCD_Mallorca 🆚 @realmadrid
🟣 𝙈𝙄𝙉𝙐𝙏𝙊 𝘼 𝙈𝙄𝙉𝙐𝙏𝙊 en @TwitchES: https://t.co/jf8ST3gscK
💻 https://t.co/MHLufWBTp5
#RCDMallorcaRealMadrid https://t.co/0Q4kVWTAy8","1️⃣ ¡Suena el pitido inicial!
▶️ @RCD_Mallorca 🆚 @realmadrid
🟣 𝙈𝙄𝙉𝙐𝙏𝙊 𝘼 𝙈𝙄𝙉𝙐𝙏𝙊 en @TwitchES: https://t.co/jf8ST3gscK
💻 https://t.co/MHLufWBTp5
#RCDMallorcaRealMadrid https://t.co/0Q4kVWTAy8",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,159,1892,FALSE,NA,FALSE,NA,es,FALSE,NA,165,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T12:48:00Z,1622215462367989800,1622215462367989760,👏 @marcoasensio10 👏 https://t.co/e2AmrGtNQj,👏 @marcoasensio10 👏 https://t.co/e2AmrGtNQj,FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,183,4240,FALSE,NA,FALSE,NA,und,FALSE,NA,19,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T12:43:49Z,1622214409551749e3,1622214409551749120,"⚙️ ¡Últimos preparativos! ⚙️
#RCDMallorcaRealMadrid https://t.co/I6NHZNRoUo","⚙️ ¡Últimos preparativos! ⚙️
#RCDMallorcaRealMadrid https://t.co/I6NHZNRoUo",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,129,1615,FALSE,NA,FALSE,NA,es,FALSE,NA,51,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T12:40:34Z,1622213594136944600,1622213594136944640,"@RCD_Mallorca @UnicajaBanco ℹ️ Cambio en XI inicial, @AndreyLunin13 jugará en lugar de @thibautcourtois.","@RCD_Mallorca @UnicajaBanco ℹ️ Cambio en XI inicial, @AndreyLunin13 jugará en lugar de @thibautcourtois.",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1622188957533409300,1622188957533409281,14872237,14872237,realmadrid,,,,NA,FALSE,249,2265,FALSE,NA,FALSE,NA,es,NA,NA,104,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T11:50:32Z,1622201002135896e3,1622201002135896067,"🚶🎒 ¡Ya estamos en el Son Moix!
#RCDMallorcaRealMadrid https://t.co/ukULmZRDol","🚶🎒 ¡Ya estamos en el Son Moix!
#RCDMallorcaRealMadrid https://t.co/ukULmZRDol",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,176,2034,FALSE,NA,FALSE,NA,es,FALSE,NA,53,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T11:36:41Z,1622197516451332e3,1622197516451332096,"😍👀🏟️
🔜 #RCDMallorcaRealMadrid https://t.co/V93SViSDpZ","😍👀🏟️
🔜 #RCDMallorcaRealMadrid https://t.co/V93SViSDpZ",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,127,1535,FALSE,NA,FALSE,NA,und,FALSE,NA,29,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T11:15:00Z,1622192058592120800,1622192058592120832,"👕✅ ¡Todo listo en nuestro vestuario! 
#RCDMallorcaRealMadrid https://t.co/ZIg3FrwsWT","👕✅ ¡Todo listo en nuestro vestuario! 
#RCDMallorcaRealMadrid https://t.co/ZIg3FrwsWT",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,151,1583,FALSE,NA,FALSE,NA,es,FALSE,NA,60,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T11:05:00Z,1622189542169276400,1622189542169276416,"🏟📍 Mallorca Son Moix
#RCDMallorcaRealMadrid https://t.co/UinEcWT4Eo","🏟📍 Mallorca Son Moix
#RCDMallorcaRealMadrid https://t.co/UinEcWT4Eo",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,183,3354,FALSE,NA,FALSE,NA,fr,FALSE,NA,43,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T11:02:40Z,1622188957533409300,1622188957533409281,"📋✅ ¡Nuestro 𝗫𝗜 inicial 🆚 @RCD_Mallorca!
@UnicajaBanco | #RCDMallorcaRealMadrid https://t.co/hlnHbLvK45","📋✅ ¡Nuestro 𝗫𝗜 inicial 🆚 @RCD_Mallorca!
@UnicajaBanco | #RCDMallorcaRealMadrid https://t.co/hlnHbLvK45",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1132,7821,FALSE,NA,FALSE,NA,es,FALSE,NA,78,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T10:59:48Z,1622188235601371100,1622188235601371136,"👊 ¡CON TODO, #RMCastilla! 👊 https://t.co/goQuS5ppoC","👊 ¡CON TODO, #RMCastilla! 👊 https://t.co/goQuS5ppoC",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,113,2262,FALSE,NA,FALSE,NA,es,FALSE,NA,27,NA,,1622188116105633800,1622188116105633792,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T10:54:53Z,1622186997195411500,1622186997195411456,👏 ¡VAMOS! 👏 https://t.co/xXX7FFPAbp,👏 ¡VAMOS! 👏 https://t.co/xXX7FFPAbp,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,115,1722,FALSE,NA,FALSE,NA,es,FALSE,NA,11,NA,,1622183338994798600,1622183338994798592,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T10:45:00Z,1622184508396294100,1622184508396294146,💪 #RCDMallorcaRealMadrid 💪 https://t.co/cZhX6GPWwQ,💪 #RCDMallorcaRealMadrid 💪 https://t.co/cZhX6GPWwQ,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,266,5544,FALSE,NA,FALSE,NA,und,FALSE,NA,26,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T10:30:00Z,1622180734747218e3,1622180734747217923,"🗺 ¡Repasa los horarios del #RCDMallorcaRealMadrid!
😉 ¡Cuéntanos #Madridistas desde dónde lo veréis!
✈ @emirates https://t.co/oKfJ9bblW1","🗺 ¡Repasa los horarios del #RCDMallorcaRealMadrid!
😉 ¡Cuéntanos #Madridistas desde dónde lo veréis!
✈ @emirates https://t.co/oKfJ9bblW1",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,120,1576,FALSE,NA,FALSE,NA,es,FALSE,NA,111,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T10:00:02Z,1622173194026107e3,1622173194026106882,"🙌 ¡Algunos de nuestros GOLAZOS 🆚 @RCD_Mallorca! 🙌
#RCDMallorcaRealMadrid https://t.co/WIKFuvH77S","🙌 ¡Algunos de nuestros GOLAZOS 🆚 @RCD_Mallorca! 🙌
#RCDMallorcaRealMadrid https://t.co/WIKFuvH77S",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,134,1700,FALSE,NA,FALSE,NA,es,FALSE,NA,72,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T09:30:00Z,1622165635198337e3,1622165635198337024,"✍📸 ¡Sesión de firmas en Mallorca! 
👉 @marcoasensio10
👉 @DaniCarvajal92
🤍 #Madridistas 
🔜 #RCDMallorcaRealMadrid https://t.co/CDhWZwnZRA","✍📸 ¡Sesión de firmas en Mallorca! 
👉 @marcoasensio10
👉 @DaniCarvajal92
🤍 #Madridistas 
🔜 #RCDMallorcaRealMadrid https://t.co/CDhWZwnZRA",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,139,1707,FALSE,NA,FALSE,NA,es,FALSE,NA,111,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-05T08:15:00Z,1622146759597363200,1622146759597363200,"💥 ¡HOY JUGAMOS! 💥
🆚 @RCD_Mallorca
⏰ 14:00 CET
#RCDMallorcaRealMadrid https://t.co/2qMGEt0WQL","💥 ¡HOY JUGAMOS! 💥
🆚 @RCD_Mallorca
⏰ 14:00 CET
#RCDMallorcaRealMadrid https://t.co/2qMGEt0WQL",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,449,4488,FALSE,NA,FALSE,NA,es,FALSE,NA,68,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T22:00:01Z,1621991994259308500,1621991994259308544,"🏆 ¡Nuestro rival en las semifinales del Mundial de Clubes será el Al Ahly!
🗓️ 8 de febrero
⏰ 20:00 CET","🏆 ¡Nuestro rival en las semifinales del Mundial de Clubes será el Al Ahly!
🗓️ 8 de febrero
⏰ 20:00 CET",FALSE,,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,524,4695,FALSE,NA,FALSE,NA,es,NA,NA,102,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T21:00:00Z,1621976893175074800,1621976893175074818,"🔥🎯 @RodrygoGoes 🎯🔥
#RMCity https://t.co/gwOF5A9HzD","🔥🎯 @RodrygoGoes 🎯🔥
#RMCity https://t.co/gwOF5A9HzD",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,162,2705,FALSE,NA,FALSE,NA,und,FALSE,NA,26,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T20:30:00Z,1621969341003747300,1621969341003747330,"🤩 Padre e hijo.
@LukaModric10 🤜🤛 @RodrygoGoes https://t.co/xGVi53IeaP","🤩 Padre e hijo.
@LukaModric10 🤜🤛 @RodrygoGoes https://t.co/xGVi53IeaP",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,494,10222,FALSE,NA,FALSE,NA,es,FALSE,NA,45,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T20:00:00Z,1621961791961198600,1621961791961198593,🤳 @ViniJR ➕ #Madridistas 🥰 https://t.co/CuoR7mdMbR,🤳 @ViniJR ➕ #Madridistas 🥰 https://t.co/CuoR7mdMbR,FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,460,11651,FALSE,NA,FALSE,NA,und,FALSE,NA,26,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T19:40:40Z,1621956926060875800,1621956926060875776,"🤩 ¡Estamos en Mallorca! 
🔜 #RCDMallorcaRealMadrid https://t.co/65wqPpHVCE","🤩 ¡Estamos en Mallorca! 
🔜 #RCDMallorcaRealMadrid https://t.co/65wqPpHVCE",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,238,3801,FALSE,NA,FALSE,NA,es,FALSE,NA,49,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T18:45:22Z,1621943011197206500,1621943011197206528,"👋📍 Mallorca
#RCDMallorcaRealMadrid https://t.co/XzttVTUV7Q","👋📍 Mallorca
#RCDMallorcaRealMadrid https://t.co/XzttVTUV7Q",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,225,2562,FALSE,NA,FALSE,NA,it,FALSE,NA,34,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T18:00:00Z,1621931593718956e3,1621931593718956032,"🟣 @alvaroodriozola
🟠 @RodrygoGoes
#RCDMallorcaRealMadrid https://t.co/VJpYgNuZPt","🟣 @alvaroodriozola
🟠 @RodrygoGoes
#RCDMallorcaRealMadrid https://t.co/VJpYgNuZPt",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,160,2469,FALSE,NA,FALSE,NA,und,FALSE,NA,56,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T17:12:42Z,1621919690904723500,1621919690904723456,"🛫 ¡Nos vamos a Mallorca!
🔜 #RCDMallorcaRealMadrid https://t.co/c1R5TvT6KZ","🛫 ¡Nos vamos a Mallorca!
🔜 #RCDMallorcaRealMadrid https://t.co/c1R5TvT6KZ",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,186,2626,FALSE,NA,FALSE,NA,es,FALSE,NA,49,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T16:54:14Z,1621915043267858400,1621915043267858433,"Parte médico de Hazard.
#RealMadrid","Parte médico de Hazard.
#RealMadrid",FALSE,,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,350,6122,FALSE,NA,FALSE,NA,es,NA,NA,35,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T16:30:38Z,1621909103860646e3,1621909103860645889,"⚽🕺 Lanza, marca y baila.
🎵 @vinijr https://t.co/ibyQNKFChr","⚽🕺 Lanza, marca y baila.
🎵 @vinijr https://t.co/ibyQNKFChr",FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,270,3990,FALSE,NA,FALSE,NA,es,FALSE,NA,34,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T16:07:41Z,1621903328341856300,1621903328341856258,"📋✅ ¡Nuestros convocados para el partido 🆚 @RCD_Mallorca!
#RCDMallorcaRealMadrid https://t.co/bT55lvZ1TC","📋✅ ¡Nuestros convocados para el partido 🆚 @RCD_Mallorca!
#RCDMallorcaRealMadrid https://t.co/bT55lvZ1TC",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,415,3764,FALSE,NA,FALSE,NA,es,FALSE,NA,79,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T16:00:00Z,1621901396076527600,1621901396076527618,💜😀 https://t.co/Fgkumid6Co,💜😀 https://t.co/Fgkumid6Co,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,335,7347,FALSE,NA,FALSE,NA,und,FALSE,NA,2,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
